date,match,score,vrai_resultat,pronostic,correct,proba_1,proba_N,proba_2
2018-06-14,Russia vs Saudi Arabia,5-0,1,2,False,26.908585,29.499296,43.592113
2018-06-15,Egypt vs Uruguay,0-1,2,2,True,11.480559,30.816525,57.702915
2018-06-15,Morocco vs Iran,0-1,2,2,True,29.131508,33.682034,37.186455
2018-06-15,Portugal vs Spain,3-3,N,2,False,26.099003,30.26897,43.63203
2018-06-16,Peru vs Denmark,0-1,2,2,True,15.766889,28.324163,55.908947
2018-06-16,Croatia vs Nigeria,2-0,1,N,False,29.55113,39.426434,31.022442
2018-06-16,Argentina vs Iceland,1-1,N,1,False,51.05484,31.116247,17.828909
2018-06-16,France vs Australia,2-1,1,1,True,61.98945,23.62296,14.387592
2018-06-17,Costa Rica vs Serbia,0-1,2,N,False,17.952711,43.620556,38.42673
2018-06-17,Germany vs Mexico,0-1,2,2,True,32.58778,26.77626,40.635956
2018-06-17,Brazil vs Switzerland,1-1,N,1,False,48.473583,24.596014,26.930405
2018-06-18,Sweden vs South Korea,1-0,1,N,False,17.944897,49.35562,32.699474
2018-06-18,Belgium vs Panama,3-0,1,1,True,59.34552,27.33167,13.322806
2018-06-18,Tunisia vs England,1-2,2,2,True,4.81954,32.418816,62.761646
2018-06-19,Colombia vs Japan,1-2,2,2,True,21.359407,30.111778,48.528816
2018-06-19,Poland vs Senegal,1-2,2,2,True,15.9437895,31.122272,52.933937
2018-06-19,Russia vs Egypt,3-1,1,N,False,13.408894,46.44269,40.148415
2018-06-20,Portugal vs Morocco,1-0,1,1,True,62.2775,16.659874,21.062626
2018-06-20,Uruguay vs Saudi Arabia,1-0,1,N,False,25.570414,48.07309,26.356503
2018-06-20,Iran vs Spain,0-1,2,2,True,5.3267326,34.65243,60.020836
2018-06-21,Denmark vs Australia,1-1,N,N,True,24.88599,38.480927,36.63308
2018-06-21,France vs Peru,1-0,1,1,True,50.26261,30.962208,18.77518
2018-06-21,Argentina vs Croatia,0-3,2,2,True,42.30097,15.372227,42.326805
2018-06-22,Brazil vs Costa Rica,2-0,1,1,True,57.668114,24.685768,17.646116
2018-06-22,Nigeria vs Iceland,2-0,1,N,False,28.958723,37.10479,33.936493
2018-06-22,Serbia vs Switzerland,1-2,2,2,True,10.674237,32.68389,56.641876
2018-06-23,Germany vs Sweden,2-1,1,1,True,44.61137,33.03298,22.355648
2018-06-23,South Korea vs Mexico,1-2,2,2,True,12.114989,23.075089,64.80992
2018-06-23,Belgium vs Tunisia,5-2,1,1,True,39.37518,36.1038,24.521027
2018-06-24,England vs Panama,6-1,1,1,True,71.3166,18.99391,9.689492
2018-06-24,Japan vs Senegal,2-2,N,2,False,9.10594,30.043137,60.850925
2018-06-24,Poland vs Colombia,0-3,2,2,True,9.391694,34.94648,55.661827
2018-06-25,Russia vs Uruguay,0-3,2,2,True,11.676712,37.103,51.220287
2018-06-25,Saudi Arabia vs Egypt,2-1,1,2,False,12.630476,43.66779,43.701733
2018-06-25,Spain vs Morocco,2-2,N,1,False,52.606655,25.43244,21.9609
2018-06-25,Iran vs Portugal,1-1,N,2,False,6.552075,32.86103,60.5869
2018-06-26,Iceland vs Croatia,1-2,2,2,True,8.085831,20.799599,71.11457
2018-06-26,Nigeria vs Argentina,1-2,2,2,True,4.065219,19.28225,76.652534
2018-06-26,Denmark vs France,0-0,N,2,False,11.753463,28.765095,59.48144
2018-06-26,Australia vs Peru,0-2,2,2,True,21.48279,34.11777,44.399445
2018-06-27,South Korea vs Germany,2-0,1,2,False,6.4631248,25.505304,68.03157
2018-06-27,Mexico vs Sweden,0-3,2,2,True,24.689653,30.85754,44.452805
2018-06-27,Serbia vs Brazil,0-2,2,2,True,5.9225297,34.219208,59.85826
2018-06-27,Switzerland vs Costa Rica,2-2,N,N,True,24.666399,44.950027,30.38357
2018-06-28,Japan vs Poland,0-1,2,N,False,27.271551,42.888195,29.840256
2018-06-28,Senegal vs Colombia,0-1,2,2,True,11.115386,33.612,55.27261
2018-06-28,Panama vs Tunisia,1-2,2,N,False,19.309753,49.960983,30.729267
2018-06-28,England vs Belgium,0-1,2,2,True,38.95753,12.926149,48.116314
2018-06-30,Uruguay vs Portugal,2-1,1,2,False,3.540502,21.018776,75.44072
2018-06-30,France vs Argentina,4-3,1,2,False,28.00526,24.838867,47.155872
2018-07-01,Russia vs Spain,1-1,N,2,False,3.3174713,13.060463,83.62207
2018-07-01,Croatia vs Denmark,1-1,N,2,False,16.913681,32.810604,50.275715
2018-07-02,Brazil vs Mexico,2-0,1,1,True,41.312504,22.82937,35.85813
2018-07-02,Belgium vs Japan,3-2,1,2,False,36.324543,26.16449,37.51097
2018-07-03,Sweden vs Switzerland,1-0,1,2,False,11.416766,29.772398,58.810837
2018-07-03,Colombia vs England,1-1,N,2,False,11.006347,35.44842,53.54523
2018-07-06,Uruguay vs France,0-2,2,2,True,3.5986867,23.268705,73.132614
2018-07-06,Brazil vs Belgium,1-2,2,1,False,46.519184,17.413164,36.06765
2018-07-07,Russia vs Croatia,2-2,N,2,False,10.4613085,42.593063,46.94563
2018-07-07,Sweden vs England,0-2,2,2,True,4.69064,44.933647,50.375717
2018-07-10,France vs Belgium,1-0,1,2,False,28.498209,11.531904,59.969883
2018-07-11,Croatia vs England,2-1,1,2,False,4.42039,13.674696,81.904915
2018-07-14,Belgium vs England,2-0,1,2,False,15.292771,25.479952,59.227276
2018-07-15,France vs Croatia,4-2,1,1,True,56.55788,11.919691,31.522423
