date,match,score,vrai_resultat,pronostic,correct,proba_1,proba_N,proba_2
2018-06-14,Russia vs Saudi Arabia,5-0,1,1,True,35.185184,34.648308,30.166508
2018-06-15,Egypt vs Uruguay,0-1,2,2,True,13.55891,35.564613,50.876472
2018-06-15,Morocco vs Iran,0-1,2,N,False,35.2291,43.6795,21.091406
2018-06-15,Portugal vs Spain,3-3,N,2,False,18.185545,39.738525,42.075928
2018-06-16,Peru vs Denmark,0-1,2,N,False,23.496584,40.666504,35.836914
2018-06-16,Croatia vs Nigeria,2-0,1,N,False,19.080513,60.395016,20.524471
2018-06-16,Argentina vs Iceland,1-1,N,1,False,53.2838,33.4442,13.272001
2018-06-16,France vs Australia,2-1,1,1,True,71.76316,18.27777,9.959072
2018-06-17,Costa Rica vs Serbia,0-1,2,2,True,15.274803,30.813732,53.911465
2018-06-17,Germany vs Mexico,0-1,2,1,False,40.145264,25.028482,34.826256
2018-06-17,Brazil vs Switzerland,1-1,N,1,False,41.8939,41.188385,16.91771
2018-06-18,Sweden vs South Korea,1-0,1,N,False,22.21486,44.66061,33.124527
2018-06-18,Belgium vs Panama,3-0,1,1,True,63.01547,24.067356,12.917179
2018-06-18,Tunisia vs England,1-2,2,2,True,6.0582514,29.376968,64.56478
2018-06-19,Colombia vs Japan,1-2,2,N,False,31.617794,37.67696,30.70524
2018-06-19,Poland vs Senegal,1-2,2,2,True,17.353449,29.023727,53.622826
2018-06-19,Russia vs Egypt,3-1,1,2,False,17.235746,39.71524,43.049015
2018-06-20,Portugal vs Morocco,1-0,1,1,True,39.977013,34.358345,25.664642
2018-06-20,Uruguay vs Saudi Arabia,1-0,1,N,False,29.73875,56.45276,13.808489
2018-06-20,Iran vs Spain,0-1,2,2,True,6.1503625,32.594994,61.254646
2018-06-21,Denmark vs Australia,1-1,N,N,True,30.2432,41.264854,28.491941
2018-06-21,France vs Peru,1-0,1,1,True,52.525677,27.057621,20.416706
2018-06-21,Argentina vs Croatia,0-3,2,1,False,48.546883,26.927141,24.52598
2018-06-22,Brazil vs Costa Rica,2-0,1,1,True,53.301876,26.224056,20.474072
2018-06-22,Nigeria vs Iceland,2-0,1,N,False,32.408134,35.97242,31.619448
2018-06-22,Serbia vs Switzerland,1-2,2,2,True,10.726733,39.5107,49.762566
2018-06-23,Germany vs Sweden,2-1,1,1,True,39.97648,34.667442,25.356075
2018-06-23,South Korea vs Mexico,1-2,2,2,True,22.5318,26.159906,51.308292
2018-06-23,Belgium vs Tunisia,5-2,1,N,False,39.578426,43.020813,17.400759
2018-06-24,England vs Panama,6-1,1,1,True,59.663284,28.149313,12.1874075
2018-06-24,Japan vs Senegal,2-2,N,2,False,10.149404,39.625893,50.224705
2018-06-24,Poland vs Colombia,0-3,2,2,True,11.997477,25.292864,62.70966
2018-06-25,Russia vs Uruguay,0-3,2,2,True,10.669545,31.298069,58.032387
2018-06-25,Saudi Arabia vs Egypt,2-1,1,N,False,24.148342,44.86423,30.987423
2018-06-25,Spain vs Morocco,2-2,N,1,False,47.91671,36.233395,15.849897
2018-06-25,Iran vs Portugal,1-1,N,2,False,10.266178,28.00036,61.73346
2018-06-26,Iceland vs Croatia,1-2,2,2,True,7.900259,23.199852,68.899895
2018-06-26,Nigeria vs Argentina,1-2,2,2,True,6.0044055,22.522743,71.472855
2018-06-26,Denmark vs France,0-0,N,2,False,10.277653,31.205967,58.516384
2018-06-26,Australia vs Peru,0-2,2,N,False,19.409002,40.440327,40.150677
2018-06-27,South Korea vs Germany,2-0,1,2,False,5.986688,22.915462,71.097855
2018-06-27,Mexico vs Sweden,0-3,2,2,True,28.954336,31.953312,39.092358
2018-06-27,Serbia vs Brazil,0-2,2,2,True,6.2599077,36.912067,56.828022
2018-06-27,Switzerland vs Costa Rica,2-2,N,N,True,29.92149,39.82321,30.255306
2018-06-28,Japan vs Poland,0-1,2,N,False,18.073196,45.847004,36.0798
2018-06-28,Senegal vs Colombia,0-1,2,2,True,10.218772,31.141668,58.639557
2018-06-28,Panama vs Tunisia,1-2,2,N,False,16.873356,43.114704,40.011936
2018-06-28,England vs Belgium,0-1,2,2,True,16.309748,29.669205,54.02105
2018-06-30,Uruguay vs Portugal,2-1,1,2,False,8.509071,29.187996,62.30293
2018-06-30,France vs Argentina,4-3,1,1,True,38.594826,28.129333,33.275845
2018-07-01,Russia vs Spain,1-1,N,2,False,8.557742,17.27787,74.16439
2018-07-01,Croatia vs Denmark,1-1,N,N,True,14.089865,50.402092,35.508045
2018-07-02,Brazil vs Mexico,2-0,1,1,True,50.973217,28.981602,20.04518
2018-07-02,Belgium vs Japan,3-2,1,N,False,40.760174,42.484882,16.754938
2018-07-03,Sweden vs Switzerland,1-0,1,2,False,8.489037,38.96425,52.546715
2018-07-03,Colombia vs England,1-1,N,2,False,13.904304,40.123173,45.972523
2018-07-06,Uruguay vs France,0-2,2,2,True,9.214134,31.652975,59.132893
2018-07-06,Brazil vs Belgium,1-2,2,N,False,27.09244,37.09926,35.808304
2018-07-07,Russia vs Croatia,2-2,N,2,False,10.611277,33.55096,55.83777
2018-07-07,Sweden vs England,0-2,2,2,True,5.493901,30.566254,63.939846
2018-07-10,France vs Belgium,1-0,1,2,False,18.618431,17.166332,64.21523
2018-07-11,Croatia vs England,2-1,1,2,False,4.8612814,33.458965,61.679752
2018-07-14,Belgium vs England,2-0,1,2,False,22.921827,37.427185,39.65098
2018-07-15,France vs Croatia,4-2,1,1,True,58.223335,17.935188,23.841475
