date,match,score,vrai_resultat,pronostic,correct,proba_1,proba_N,proba_2
2022-11-20,Qatar vs Ecuador,0-2,2,N,False,24.835184,52.72203,22.44278
2022-11-21,United States vs Wales,1-1,N,N,True,39.282753,47.013126,13.704121
2022-11-21,England vs Iran,6-2,1,1,True,49.79733,23.742952,26.459715
2022-11-21,Senegal vs Netherlands,0-2,2,2,True,7.795281,28.924746,63.279976
2022-11-22,Argentina vs Saudi Arabia,1-2,2,1,False,75.80199,13.337576,10.860438
2022-11-22,Mexico vs Poland,0-0,N,N,True,25.496086,46.302105,28.201803
2022-11-22,Denmark vs Tunisia,0-0,N,N,True,19.41764,43.15404,37.428318
2022-11-22,France vs Australia,4-1,1,1,True,58.319103,30.855482,10.825415
2022-11-23,Germany vs Japan,1-2,2,1,False,38.78116,29.017427,32.201412
2022-11-23,Spain vs Costa Rica,7-0,1,1,True,67.2133,19.377699,13.408995
2022-11-23,Morocco vs Croatia,0-0,N,2,False,10.547982,32.993183,56.458836
2022-11-23,Belgium vs Canada,1-0,1,1,True,49.1839,25.287664,25.52844
2022-11-24,Uruguay vs South Korea,0-0,N,N,True,36.56051,47.53702,15.902473
2022-11-24,Portugal vs Ghana,3-2,1,1,True,53.86024,34.01885,12.120912
2022-11-24,Brazil vs Serbia,2-0,1,1,True,61.401928,19.949688,18.648386
2022-11-24,Switzerland vs Cameroon,1-0,1,N,False,20.26334,47.300003,32.436665
2022-11-25,Qatar vs Senegal,1-3,2,N,False,15.167616,46.833466,37.998913
2022-11-25,Netherlands vs Ecuador,1-1,N,1,False,55.22998,28.745573,16.024443
2022-11-25,Wales vs Iran,0-2,2,2,True,11.631957,24.660444,63.707603
2022-11-25,England vs United States,0-0,N,1,False,51.280224,16.710752,32.00902
2022-11-26,Argentina vs Mexico,2-0,1,1,True,71.45169,14.849498,13.698816
2022-11-26,Tunisia vs Australia,0-1,2,N,False,23.056602,49.452152,27.491251
2022-11-26,France vs Denmark,2-1,1,1,True,45.52963,39.732517,14.73785
2022-11-26,Poland vs Saudi Arabia,2-0,1,N,False,29.59182,42.769047,27.63913
2022-11-27,Croatia vs Canada,4-1,1,1,True,48.485737,23.707733,27.806536
2022-11-27,Belgium vs Morocco,0-2,2,2,True,14.421993,35.741844,49.836166
2022-11-27,Spain vs Germany,1-1,N,N,True,33.965397,34.696915,31.33768
2022-11-27,Japan vs Costa Rica,0-1,2,N,False,30.842464,54.86555,14.291984
2022-11-28,Brazil vs Switzerland,1-0,1,1,True,63.87134,18.423172,17.705484
2022-11-28,South Korea vs Ghana,2-3,2,N,False,30.300734,48.41327,21.285994
2022-11-28,Portugal vs Uruguay,2-0,1,1,True,41.708614,30.553038,27.738344
2022-11-28,Cameroon vs Serbia,3-3,N,2,False,18.7204,32.42173,48.857872
2022-11-29,Wales vs England,0-3,2,2,True,3.4551284,12.588644,83.95622
2022-11-29,Iran vs United States,0-1,2,2,True,25.542095,23.83885,50.619053
2022-11-29,Ecuador vs Senegal,1-2,2,N,False,12.279438,47.539608,40.18095
2022-11-29,Qatar vs Netherlands,0-2,2,2,True,7.749441,29.212013,63.038548
2022-11-30,Australia vs Denmark,1-0,1,2,False,11.3682375,27.78046,60.851307
2022-11-30,Tunisia vs France,1-0,1,2,False,11.572612,36.22361,52.20378
2022-11-30,Poland vs Argentina,0-2,2,2,True,3.5983164,33.84222,62.559464
2022-11-30,Saudi Arabia vs Mexico,1-2,2,2,True,11.638345,32.674366,55.687286
2022-12-01,Japan vs Spain,2-1,1,2,False,7.6754,36.017242,56.307358
2022-12-01,Costa Rica vs Germany,2-4,2,2,True,14.424621,18.477482,67.09789
2022-12-01,Croatia vs Belgium,0-0,N,2,False,13.845455,36.192596,49.961956
2022-12-01,Canada vs Morocco,1-2,2,2,True,17.068718,37.40298,45.5283
2022-12-02,Serbia vs Switzerland,2-3,2,2,True,19.953568,31.417524,48.628906
2022-12-02,Cameroon vs Brazil,1-0,1,2,False,4.013439,24.784674,71.20188
2022-12-02,Ghana vs Uruguay,0-2,2,2,True,12.157972,21.23036,66.61167
2022-12-02,South Korea vs Portugal,2-1,1,2,False,6.149326,30.818075,63.032604
2022-12-03,Argentina vs Australia,2-1,1,1,True,58.805267,26.934013,14.260721
2022-12-03,Netherlands vs United States,3-1,1,1,True,47.761543,14.938124,37.30033
2022-12-04,France vs Poland,3-1,1,N,False,43.357044,45.635246,11.007709
2022-12-04,England vs Senegal,3-0,1,1,True,45.150078,38.655907,16.194017
2022-12-05,Japan vs Croatia,1-1,N,2,False,10.297682,40.119793,49.582527
2022-12-05,Brazil vs South Korea,4-1,1,1,True,74.210304,18.2909,7.4987993
2022-12-06,Morocco vs Spain,0-0,N,2,False,10.809603,27.77997,61.41042
2022-12-06,Portugal vs Switzerland,6-1,1,1,True,46.41744,34.97018,18.612383
2022-12-09,Croatia vs Brazil,1-1,N,2,False,7.4946733,39.028904,53.47642
2022-12-09,Netherlands vs Argentina,2-2,N,2,False,9.322216,39.583923,51.093857
2022-12-10,England vs France,1-2,2,2,True,28.740273,29.275099,41.98463
2022-12-10,Morocco vs Portugal,1-0,1,2,False,9.726959,33.11405,57.15898
2022-12-13,Argentina vs Croatia,3-0,1,1,True,44.05405,37.682938,18.263002
2022-12-14,France vs Morocco,2-0,1,1,True,49.534668,38.70384,11.761497
2022-12-17,Croatia vs Morocco,2-1,1,2,False,16.142,41.844692,42.01331
2022-12-18,Argentina vs France,3-3,N,1,False,38.888462,23.978455,37.133083
