date,match,score,vrai_resultat,pronostic,correct,proba_1,proba_N,proba_2
2018-06-14,Russia vs Saudi Arabia,5-0,1,1,True,35.252113,33.54815,31.199736
2018-06-15,Egypt vs Uruguay,0-1,2,2,True,10.849307,30.649815,58.500874
2018-06-15,Morocco vs Iran,0-1,2,1,False,35.427593,30.320219,34.25219
2018-06-15,Portugal vs Spain,3-3,N,2,False,24.079136,32.431362,43.489502
2018-06-16,Peru vs Denmark,0-1,2,2,True,19.378359,37.607903,43.013737
2018-06-16,Croatia vs Nigeria,2-0,1,N,False,22.47379,55.57321,21.953001
2018-06-16,Argentina vs Iceland,1-1,N,1,False,59.55821,27.299305,13.1424885
2018-06-16,France vs Australia,2-1,1,1,True,49.407448,31.438148,19.154404
2018-06-17,Costa Rica vs Serbia,0-1,2,2,True,12.371281,37.3452,50.28352
2018-06-17,Germany vs Mexico,0-1,2,1,False,39.49395,24.731249,35.774796
2018-06-17,Brazil vs Switzerland,1-1,N,1,False,45.813705,30.981878,23.204416
2018-06-18,Sweden vs South Korea,1-0,1,N,False,26.614431,45.731075,27.6545
2018-06-18,Belgium vs Panama,3-0,1,1,True,64.89022,23.232851,11.876934
2018-06-18,Tunisia vs England,1-2,2,2,True,5.4270945,34.09466,60.478245
2018-06-19,Colombia vs Japan,1-2,2,2,True,33.254623,31.085651,35.65973
2018-06-19,Poland vs Senegal,1-2,2,2,True,17.083866,33.11613,49.800003
2018-06-19,Russia vs Egypt,3-1,1,2,False,17.355421,36.099392,46.545185
2018-06-20,Portugal vs Morocco,1-0,1,N,False,34.175488,35.89109,29.933426
2018-06-20,Uruguay vs Saudi Arabia,1-0,1,N,False,38.730915,44.930164,16.33892
2018-06-20,Iran vs Spain,0-1,2,2,True,8.8723135,29.110723,62.016964
2018-06-21,Denmark vs Australia,1-1,N,N,True,26.497898,40.284313,33.21779
2018-06-21,France vs Peru,1-0,1,1,True,48.75266,30.323673,20.92367
2018-06-21,Argentina vs Croatia,0-3,2,1,False,52.555172,22.651825,24.793003
2018-06-22,Brazil vs Costa Rica,2-0,1,1,True,49.566917,36.55176,13.881323
2018-06-22,Nigeria vs Iceland,2-0,1,N,False,28.722359,38.263577,33.014072
2018-06-22,Serbia vs Switzerland,1-2,2,2,True,13.479161,42.174923,44.345917
2018-06-23,Germany vs Sweden,2-1,1,1,True,40.053074,35.10119,24.84574
2018-06-23,South Korea vs Mexico,1-2,2,2,True,19.010868,30.324593,50.66453
2018-06-23,Belgium vs Tunisia,5-2,1,1,True,49.968204,33.26429,16.767502
2018-06-24,England vs Panama,6-1,1,1,True,53.81059,34.42675,11.762662
2018-06-24,Japan vs Senegal,2-2,N,N,True,14.760846,42.72381,42.515347
2018-06-24,Poland vs Colombia,0-3,2,2,True,12.949332,29.678995,57.371677
2018-06-25,Russia vs Uruguay,0-3,2,2,True,11.69317,30.347443,57.959385
2018-06-25,Saudi Arabia vs Egypt,2-1,1,2,False,16.954832,40.117645,42.92752
2018-06-25,Spain vs Morocco,2-2,N,1,False,56.73965,25.979078,17.28127
2018-06-25,Iran vs Portugal,1-1,N,2,False,8.783227,29.20351,62.013264
2018-06-26,Iceland vs Croatia,1-2,2,2,True,7.5051174,24.86401,67.63087
2018-06-26,Nigeria vs Argentina,1-2,2,2,True,5.645326,21.81817,72.53651
2018-06-26,Denmark vs France,0-0,N,2,False,13.947821,37.836376,48.2158
2018-06-26,Australia vs Peru,0-2,2,N,False,22.59522,40.61486,36.789913
2018-06-27,South Korea vs Germany,2-0,1,2,False,7.550718,29.76712,62.682163
2018-06-27,Mexico vs Sweden,0-3,2,N,False,27.012655,36.952084,36.03526
2018-06-27,Serbia vs Brazil,0-2,2,2,True,8.61957,35.40766,55.972767
2018-06-27,Switzerland vs Costa Rica,2-2,N,N,True,25.340029,50.746346,23.913626
2018-06-28,Japan vs Poland,0-1,2,N,False,25.977997,51.779755,22.242252
2018-06-28,Senegal vs Colombia,0-1,2,2,True,12.191277,38.198982,49.609737
2018-06-28,Panama vs Tunisia,1-2,2,N,False,16.292677,60.40014,23.307184
2018-06-28,England vs Belgium,0-1,2,2,True,24.836843,26.804077,48.359074
2018-06-30,Uruguay vs Portugal,2-1,1,2,False,5.5543976,26.147865,68.29774
2018-06-30,France vs Argentina,4-3,1,2,False,31.360058,24.159163,44.48078
2018-07-01,Russia vs Spain,1-1,N,2,False,8.413901,21.240566,70.34553
2018-07-01,Croatia vs Denmark,1-1,N,N,True,16.27115,45.508366,38.22048
2018-07-02,Brazil vs Mexico,2-0,1,1,True,53.458996,21.474394,25.06661
2018-07-02,Belgium vs Japan,3-2,1,1,True,57.0096,25.429043,17.561356
2018-07-03,Sweden vs Switzerland,1-0,1,2,False,11.1479,43.510387,45.341717
2018-07-03,Colombia vs England,1-1,N,2,False,12.824639,35.226463,51.9489
2018-07-06,Uruguay vs France,0-2,2,2,True,7.1263595,40.69374,52.1799
2018-07-06,Brazil vs Belgium,1-2,2,2,True,33.866047,31.107967,35.025986
2018-07-07,Russia vs Croatia,2-2,N,2,False,10.351663,32.18148,57.466858
2018-07-07,Sweden vs England,0-2,2,2,True,7.146453,39.98765,52.865894
2018-07-10,France vs Belgium,1-0,1,2,False,17.1773,16.757845,66.06485
2018-07-11,Croatia vs England,2-1,1,2,False,6.2916903,25.527218,68.18109
2018-07-14,Belgium vs England,2-0,1,2,False,26.113773,31.647614,42.238617
2018-07-15,France vs Croatia,4-2,1,1,True,62.019527,13.767578,24.212894
