date,match,score,vrai_resultat,pronostic,correct,proba_1,proba_N,proba_2
2018-06-14,Russia vs Saudi Arabia,5-0,1,2,False,30.66594,31.10322,38.230835
2018-06-15,Egypt vs Uruguay,0-1,2,2,True,15.218325,34.813766,49.967907
2018-06-15,Morocco vs Iran,0-1,2,1,False,39.31581,27.713554,32.970634
2018-06-15,Portugal vs Spain,3-3,N,2,False,20.01273,34.097996,45.88927
2018-06-16,Peru vs Denmark,0-1,2,2,True,14.1815605,24.668098,61.15034
2018-06-16,Croatia vs Nigeria,2-0,1,N,False,38.241596,39.927933,21.83047
2018-06-16,Argentina vs Iceland,1-1,N,1,False,57.46401,33.010403,9.525587
2018-06-16,France vs Australia,2-1,1,1,True,58.440937,25.66968,15.889393
2018-06-17,Costa Rica vs Serbia,0-1,2,N,False,26.882181,37.14984,35.96798
2018-06-17,Germany vs Mexico,0-1,2,1,False,38.155304,27.942106,33.902588
2018-06-17,Brazil vs Switzerland,1-1,N,1,False,53.14415,18.63362,28.22223
2018-06-18,Sweden vs South Korea,1-0,1,N,False,21.169613,46.01394,32.816444
2018-06-18,Belgium vs Panama,3-0,1,1,True,61.067917,27.974665,10.95742
2018-06-18,Tunisia vs England,1-2,2,2,True,5.610031,32.37764,62.012333
2018-06-19,Colombia vs Japan,1-2,2,2,True,25.259403,35.484684,39.255913
2018-06-19,Poland vs Senegal,1-2,2,2,True,24.515503,33.690872,41.793625
2018-06-19,Russia vs Egypt,3-1,1,N,False,15.390851,42.5197,42.089443
2018-06-20,Portugal vs Morocco,1-0,1,1,True,54.839813,17.7074,27.452785
2018-06-20,Uruguay vs Saudi Arabia,1-0,1,N,False,28.522228,48.483925,22.993847
2018-06-20,Iran vs Spain,0-1,2,2,True,3.2427366,26.780418,69.976845
2018-06-21,Denmark vs Australia,1-1,N,N,True,24.961359,38.559925,36.478718
2018-06-21,France vs Peru,1-0,1,1,True,46.582798,35.45916,17.958044
2018-06-21,Argentina vs Croatia,0-3,2,1,False,47.87641,17.963713,34.15987
2018-06-22,Brazil vs Costa Rica,2-0,1,1,True,67.167336,17.92088,14.911783
2018-06-22,Nigeria vs Iceland,2-0,1,N,False,29.383886,43.968773,26.647345
2018-06-22,Serbia vs Switzerland,1-2,2,2,True,11.069642,30.062412,58.867943
2018-06-23,Germany vs Sweden,2-1,1,1,True,44.517975,29.460495,26.021532
2018-06-23,South Korea vs Mexico,1-2,2,2,True,14.751249,28.944529,56.304222
2018-06-23,Belgium vs Tunisia,5-2,1,1,True,41.94927,35.676453,22.374279
2018-06-24,England vs Panama,6-1,1,1,True,72.58218,17.859383,9.558439
2018-06-24,Japan vs Senegal,2-2,N,2,False,11.706279,29.367172,58.92655
2018-06-24,Poland vs Colombia,0-3,2,2,True,14.775738,37.080883,48.143383
2018-06-25,Russia vs Uruguay,0-3,2,2,True,14.212092,28.427925,57.35998
2018-06-25,Saudi Arabia vs Egypt,2-1,1,2,False,12.451089,40.781143,46.767773
2018-06-25,Spain vs Morocco,2-2,N,1,False,58.11994,20.240513,21.639545
2018-06-25,Iran vs Portugal,1-1,N,2,False,7.851676,31.035599,61.112724
2018-06-26,Iceland vs Croatia,1-2,2,2,True,9.98913,18.636522,71.374344
2018-06-26,Nigeria vs Argentina,1-2,2,2,True,5.6066546,20.669722,73.723625
2018-06-26,Denmark vs France,0-0,N,2,False,10.490218,43.177208,46.332573
2018-06-26,Australia vs Peru,0-2,2,N,False,22.68253,46.37011,30.947363
2018-06-27,South Korea vs Germany,2-0,1,2,False,6.604632,30.336708,63.058662
2018-06-27,Mexico vs Sweden,0-3,2,2,True,32.17351,29.327852,38.498642
2018-06-27,Serbia vs Brazil,0-2,2,2,True,6.4100437,34.992428,58.597523
2018-06-27,Switzerland vs Costa Rica,2-2,N,N,True,28.769966,39.903584,31.326443
2018-06-28,Japan vs Poland,0-1,2,N,False,21.211432,52.959503,25.829067
2018-06-28,Senegal vs Colombia,0-1,2,2,True,9.928806,44.102215,45.968987
2018-06-28,Panama vs Tunisia,1-2,2,N,False,18.286058,58.871902,22.842037
2018-06-28,England vs Belgium,0-1,2,2,True,30.814356,16.34068,52.844967
2018-06-30,Uruguay vs Portugal,2-1,1,2,False,5.471403,34.185135,60.343464
2018-06-30,France vs Argentina,4-3,1,1,True,37.718853,28.866333,33.414806
2018-07-01,Russia vs Spain,1-1,N,2,False,4.5437303,14.106769,81.3495
2018-07-01,Croatia vs Denmark,1-1,N,2,False,9.570368,34.46667,55.962955
2018-07-02,Brazil vs Mexico,2-0,1,1,True,42.11758,20.952095,36.93033
2018-07-02,Belgium vs Japan,3-2,1,1,True,45.484886,30.004978,24.510138
2018-07-03,Sweden vs Switzerland,1-0,1,2,False,11.437908,34.96972,53.592373
2018-07-03,Colombia vs England,1-1,N,2,False,12.359736,36.274548,51.365715
2018-07-06,Uruguay vs France,0-2,2,2,True,4.0310407,40.679962,55.288994
2018-07-06,Brazil vs Belgium,1-2,2,2,True,38.71394,15.183477,46.102585
2018-07-07,Russia vs Croatia,2-2,N,2,False,10.08532,35.622864,54.291813
2018-07-07,Sweden vs England,0-2,2,2,True,5.199098,42.687595,52.113308
2018-07-10,France vs Belgium,1-0,1,2,False,25.711372,14.295636,59.99299
2018-07-11,Croatia vs England,2-1,1,2,False,6.127434,15.070626,78.80193
2018-07-14,Belgium vs England,2-0,1,2,False,18.388403,29.14985,52.461742
2018-07-15,France vs Croatia,4-2,1,1,True,64.945885,9.434338,25.619778
